repository_owner,repository_name,file_url,total_h1,total_h2,total_h3,total_h4,total_h5,total_h6,median_h2_under_h1,median_h3_under_h1,median_h4_under_h1,median_h5_under_h1,median_h6_under_h1,median_h3_under_h2,median_h4_under_h2,median_h5_under_h2,median_h6_under_h2,median_h4_under_h3,median_h5_under_h3,median_h6_under_h3,median_h5_under_h4,median_h6_under_h4,median_h6_under_h5,avg_loc_h1,median_loc_h1,avg_loc_h2,median_loc_h2,avg_loc_h3,median_loc_h3,avg_loc_h4,median_loc_h4,avg_loc_h5,median_loc_h5,avg_loc_h6,median_loc_h6
wayneschuller,strengthjourneys,https://github.com/wayneschuller/strengthjourneys/blob/main/.github/copilot-instructions.md,1,6,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,5.166666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doggy8088,ask-page-extension,https://github.com/doggy8088/ask-page-extension/blob/main/.github/copilot-instructions.md,1,8,11,0,0,0,8.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,7.375,7.0,3.090909090909091,3.0,0.0,0.0,0.0,0.0,0.0,0.0
doggy8088,vscode-pangu2,https://github.com/doggy8088/vscode-pangu2/blob/main/.github/copilot-instructions.md,1,9,19,0,0,0,9.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,8.333333333333334,8.0,2.8421052631578947,3.0,0.0,0.0,0.0,0.0,0.0,0.0
doggy8088,gemini-tts-cli,https://github.com/doggy8088/gemini-tts-cli/blob/main/.github/copilot-instructions.md,1,9,12,0,0,0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,10.222222222222221,10.0,3.0833333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0
doggy8088,github-copilot-configs,https://github.com/doggy8088/github-copilot-configs/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,2.5714285714285716,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rjmurillo,moq.analyzers,https://github.com/rjmurillo/moq.analyzers/blob/main/.github/copilot-instructions.md,1,16,27,0,0,0,16.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,351.0,20.9375,14.5,7.62962962962963,9.0,0.0,0.0,0.0,0.0,0.0,0.0
jsforce,jsforce,https://github.com/jsforce/jsforce/blob/main/.github/copilot-instructions.md,1,6,15,0,0,0,6.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,9.5,9.5,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Open-LLM-VTuber,Open-LLM-VTuber,https://github.com/Open-LLM-VTuber/Open-LLM-VTuber/blob/main/.github/copilot-instructions.md,1,4,9,0,0,0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,15.0,14.5,3.888888888888889,3.0,0.0,0.0,0.0,0.0,0.0,0.0
AArnott,Nerdbank.MessagePack,https://github.com/AArnott/Nerdbank.MessagePack/blob/main/.github/copilot-instructions.md,1,8,7,0,0,0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,6.75,5.5,3.7142857142857144,4.0,0.0,0.0,0.0,0.0,0.0,0.0
timrogers,litra-rs,https://github.com/timrogers/litra-rs/blob/main/.github/copilot-instructions.md,1,4,6,0,0,0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,5.5,4.5,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
timrogers,kuery,https://github.com/timrogers/kuery/blob/main/.github/copilot-instructions.md,1,8,8,0,0,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,3.875,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saleor,apps,https://github.com/saleor/apps/blob/main/.github/copilot-instructions.md,1,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMPrakhar,MAUI-Designer,https://github.com/GMPrakhar/MAUI-Designer/blob/main/.github/copilot-instructions.md,1,6,10,0,0,0,6.0,10.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,14.5,13.5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
OWASP-BLT,BLT,https://github.com/OWASP-BLT/BLT/blob/main/.github/copilot-instructions.md,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
mixpanel,mixpanel-android,https://github.com/mixpanel/mixpanel-android/blob/master/.github/copilot-instructions.md,1,8,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,2.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friendsofhyperf,components,https://github.com/friendsofhyperf/components/blob/main/.github/copilot-instructions.md,1,15,19,0,0,0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,159.0,9.533333333333333,6.0,4.2105263157894735,5.0,0.0,0.0,0.0,0.0,0.0,0.0
iloveitaly,llm-ide-prompts,https://github.com/iloveitaly/llm-ide-prompts/blob/master/.github/copilot-instructions.md,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
iloveitaly,python-starter-template,https://github.com/iloveitaly/python-starter-template/blob/master/.github/copilot-instructions.md,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Nantero1,ai-first-devops-toolkit,https://github.com/Nantero1/ai-first-devops-toolkit/blob/main/.github/copilot-instructions.md,3,7,22,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,15.428571428571429,15.0,3.909090909090909,4.0,0.0,0.0,0.0,0.0,0.0,0.0
DestinyItemManager,DIM,https://github.com/DestinyItemManager/DIM/blob/master/.github/copilot-instructions.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECH7Fox,asterisk-hass-integration,https://github.com/TECH7Fox/asterisk-hass-integration/blob/main/.github/copilot-instructions.md,1,6,12,0,0,0,6.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,14.833333333333334,14.5,4.916666666666667,4.5,0.0,0.0,0.0,0.0,0.0,0.0
openfga,sdk-generator,https://github.com/openfga/sdk-generator/blob/main/.github/copilot-instructions.md,1,7,20,0,0,0,7.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,16.142857142857142,15.0,4.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
neurostuff,neurostore,https://github.com/neurostuff/neurostore/blob/master/.github/copilot-instructions.md,1,8,16,9,0,0,8.0,16.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,12.875,12.0,4.625,3.0,3.0,3.0,0.0,0.0,0.0,0.0
nitin27may,clean-architecture-docker-dotnet-angular,https://github.com/nitin27may/clean-architecture-docker-dotnet-angular/blob/main/.github/copilot-instructions.md,1,8,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,6.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lumiwealth,lumibot,https://github.com/Lumiwealth/lumibot/blob/master/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tsg-ut,slackbot,https://github.com/tsg-ut/slackbot/blob/master/.github/copilot-instructions.md,1,3,8,0,0,0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,14.666666666666666,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
CodeWithCJ,SparkyFitness,https://github.com/CodeWithCJ/SparkyFitness/blob/main/.github/copilot-instructions.md,1,8,18,0,0,0,8.0,18.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,10.875,11.0,3.2777777777777777,3.0,0.0,0.0,0.0,0.0,0.0,0.0
fukuball,jieba-php,https://github.com/fukuball/jieba-php/blob/master/.github/copilot-instructions.md,1,6,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,4.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nvm-sh,nvm,https://github.com/nvm-sh/nvm/blob/master/.github/copilot-instructions.md,1,10,28,38,0,0,10.0,28.0,38.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,260.0,24.9,17.5,7.607142857142857,4.0,2.6578947368421053,3.0,0.0,0.0,0.0,0.0
dotnet,android-libraries,https://github.com/dotnet/android-libraries/blob/main/.github/copilot-instructions.md,1,12,22,0,0,0,12.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,8.166666666666666,7.5,3.1363636363636362,3.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,source-build-reference-packages,https://github.com/dotnet/source-build-reference-packages/blob/main/.github/copilot-instructions.md,1,5,7,0,0,0,5.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,7.2,7.0,3.142857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,msbuild,https://github.com/dotnet/msbuild/blob/main/.github/copilot-instructions.md,1,4,9,1,0,0,4.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,15.75,14.5,5.444444444444445,4.0,4.0,4.0,0.0,0.0,0.0,0.0
dotnet,razor,https://github.com/dotnet/razor/blob/main/.github/copilot-instructions.md,0,4,8,0,0,0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,10.5,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,aspnetcore,https://github.com/dotnet/aspnetcore/blob/main/.github/copilot-instructions.md,0,4,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,5.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,Nerdbank.GitVersioning,https://github.com/dotnet/Nerdbank.GitVersioning/blob/main/.github/copilot-instructions.md,1,4,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,core,https://github.com/dotnet/core/blob/main/.github/copilot-instructions.md,1,7,13,0,0,0,7.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,11.714285714285714,12.0,4.3076923076923075,5.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,SqlClient,https://github.com/dotnet/SqlClient/blob/main/.github/copilot-instructions.md,1,9,7,0,0,0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,129.0,13.333333333333334,7.0,7.428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,arcade,https://github.com/dotnet/arcade/blob/main/.github/copilot-instructions.md,1,11,19,0,0,0,11.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,8.0,7.0,3.1052631578947367,3.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,roslyn,https://github.com/dotnet/roslyn/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,7.428571428571429,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,runtime,https://github.com/dotnet/runtime/blob/main/.github/copilot-instructions.md,1,8,8,0,0,0,8.0,8.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,187.0,20.375,17.5,11.75,11.5,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,fsharp,https://github.com/dotnet/fsharp/blob/main/.github/copilot-instructions.md,2,13,0,0,0,0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,5.6923076923076925,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,dotnet-docker,https://github.com/dotnet/dotnet-docker/blob/main/.github/copilot-instructions.md,1,5,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,docs,https://github.com/dotnet/docs/blob/main/.github/copilot-instructions.md,1,5,2,0,0,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,6.4,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,java-interop,https://github.com/dotnet/java-interop/blob/main/.github/copilot-instructions.md,1,7,16,0,0,0,7.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,12.857142857142858,9.0,3.6875,3.5,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,arcade-services,https://github.com/dotnet/arcade-services/blob/main/.github/copilot-instructions.md,1,8,9,0,0,0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,11.75,8.0,4.111111111111111,4.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,extensions,https://github.com/dotnet/extensions/blob/main/.github/copilot-instructions.md,1,5,9,3,0,0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,22.8,16.0,7.111111111111111,3.0,5.333333333333333,3.0,0.0,0.0,0.0,0.0
dotnet,aspire,https://github.com/dotnet/aspire/blob/main/.github/copilot-instructions.md,1,12,13,4,0,0,12.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,10.916666666666666,5.5,5.615384615384615,5.0,3.25,3.5,0.0,0.0,0.0,0.0
dotnet,maui,https://github.com/dotnet/maui/blob/main/.github/copilot-instructions.md,1,9,24,5,0,0,8.0,24.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,164.0,17.444444444444443,13.0,5.208333333333333,4.0,4.0,3.0,0.0,0.0,0.0,0.0
dotnet,android,https://github.com/dotnet/android/blob/main/.github/copilot-instructions.md,1,7,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,6.571428571428571,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,docs-aspire,https://github.com/dotnet/docs-aspire/blob/main/.github/copilot-instructions.md,1,7,3,0,0,0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,6.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,orleans,https://github.com/dotnet/orleans/blob/main/.github/copilot-instructions.md,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,winforms,https://github.com/dotnet/winforms/blob/main/.github/copilot-instructions.md,1,2,14,0,0,0,2.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,163.0,78.5,78.5,10.214285714285714,3.5,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,xharness,https://github.com/dotnet/xharness/blob/main/.github/copilot-instructions.md,1,11,22,0,0,0,11.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,13.545454545454545,13.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,docs-desktop,https://github.com/dotnet/docs-desktop/blob/main/.github/copilot-instructions.md,1,7,3,0,0,0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,6.0,2.0,6.666666666666667,7.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,macios,https://github.com/dotnet/macios/blob/main/.github/copilot-instructions.md,1,13,23,0,0,0,13.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,8.846153846153847,10.0,2.652173913043478,3.0,0.0,0.0,0.0,0.0,0.0,0.0
dotnet,efcore,https://github.com/dotnet/efcore/blob/main/.github/copilot-instructions.md,1,9,22,1,0,0,9.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,18.333333333333332,8.0,5.181818181818182,4.0,3.0,3.0,0.0,0.0,0.0,0.0
dotnet,dev-proxy,https://github.com/dotnet/dev-proxy/blob/main/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,5.888888888888889,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netwrck,stable-diffusion-server,https://github.com/Netwrck/stable-diffusion-server/blob/main/.github/copilot-instructions.md,1,8,15,0,0,0,8.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,7.625,7.0,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Cosmian,kms,https://github.com/Cosmian/kms/blob/main/.github/copilot-instructions.md,1,4,4,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,16.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kewalaka,az-bootstrap,https://github.com/kewalaka/az-bootstrap/blob/main/.github/copilot-instructions.md,1,14,0,0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,7.928571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zauberzeug,nicegui,https://github.com/zauberzeug/nicegui/blob/main/.github/copilot-instructions.md,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raphaelmansuy,digital_palace,https://github.com/raphaelmansuy/digital_palace/blob/main/.github/copilot-instructions.md,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collinbarrett,FilterLists,https://github.com/collinbarrett/FilterLists/blob/main/.github/copilot-instructions.md,1,11,25,0,0,0,11.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,14.454545454545455,9.0,4.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
JFolberth,ai-in-a-box,https://github.com/JFolberth/ai-in-a-box/blob/main/.github/copilot-instructions.md,1,4,11,10,0,0,4.0,11.0,10.0,0.0,0.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,36.25,17.0,11.181818181818182,5.0,4.7,2.5,0.0,0.0,0.0,0.0
intellectronica,ruler,https://github.com/intellectronica/ruler/blob/main/.github/copilot-instructions.md,1,1,3,0,0,0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,18.0,18.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
bhavanesh2001,Plugin.Maui.ZoomView,https://github.com/bhavanesh2001/Plugin.Maui.ZoomView/blob/main/.github/copilot-instructions.md,1,12,21,0,0,0,12.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,6.916666666666667,5.0,2.2857142857142856,3.0,0.0,0.0,0.0,0.0,0.0,0.0
NethermindEth,nethermind,https://github.com/NethermindEth/nethermind/blob/master/.github/copilot-instructions.md,1,9,18,0,0,0,9.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,10.222222222222221,9.0,1.7777777777777777,1.0,0.0,0.0,0.0,0.0,0.0,0.0
burkeholland,the-urlist-web,https://github.com/burkeholland/the-urlist-web/blob/main/.github/copilot-instructions.md,1,13,19,0,0,0,13.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,8.846153846153847,7.0,3.736842105263158,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ZachWatkins,Remarklet,https://github.com/ZachWatkins/Remarklet/blob/main/.github/copilot-instructions.md,1,9,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,3.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vitejs,vite,https://github.com/vitejs/vite/blob/main/.github/copilot-instructions.md,0,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bluelibs,runner,https://github.com/bluelibs/runner/blob/main/.github/copilot-instructions.md,2,2,3,0,0,0,1.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.5,9.5,9.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Cysharp,MagicOnion,https://github.com/Cysharp/MagicOnion/blob/main/.github/copilot-instructions.md,1,2,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMBeresford,retrom,https://github.com/JMBeresford/retrom/blob/main/.github/copilot-instructions.md,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,18.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
bcgov,bc-wallet-mobile,https://github.com/bcgov/bc-wallet-mobile/blob/main/.github/copilot-instructions.md,1,2,4,0,0,0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,14.5,14.5,4.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0
ptarmiganlabs,butler-sos,https://github.com/ptarmiganlabs/butler-sos/blob/master/.github/copilot-instructions.md,1,3,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptarmiganlabs,butler,https://github.com/ptarmiganlabs/butler/blob/master/.github/copilot-instructions.md,1,4,13,0,0,0,4.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,21.75,25.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
cake-contrib,Cake.Issues,https://github.com/cake-contrib/Cake.Issues/blob/master/.github/copilot-instructions.md,1,8,14,0,0,0,8.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,11.5,9.5,3.857142857142857,3.5,0.0,0.0,0.0,0.0,0.0,0.0
abh,ntppool,https://github.com/abh/ntppool/blob/main/.github/copilot-instructions.md,0,5,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bacnet-js,client,https://github.com/bacnet-js/client/blob/master/.github/copilot-instructions.md,1,13,29,6,0,0,13.0,29.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,197.0,14.153846153846153,9.0,5.068965517241379,4.0,5.333333333333333,5.0,0.0,0.0,0.0,0.0
